market_hash_name,currency,current_min_price,suggested_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
Sticker | flusha (Foil) | MLG Columbus 2016,EUR,19,16.16,,,,,0,,,,,0,12.91,12.91,12.91,12.91,1,12.91,12.91,12.91,12.91,1
Sealed Graffiti | BEEP (Dust Brown),EUR,0.09,0.13,,,,,0,,,,,0,,,,,0,0.1,0.11,0.1,0.1,4
Desert Eagle | Mulberry (Minimal Wear),EUR,38.42,29.39,44.1,44.98,44.69,44.98,3,22.11,50.65,43.8,44.99,14,19.93,50.65,37.29,38,88,19.93,65.56,37.43,37.06,124
Sticker | Brollan (Glitter) | Rio 2022,EUR,0.18,0.05,,,,,0,0.04,0.05,0.05,0.05,3,0.04,0.18,0.08,0.05,4,0.04,0.19,0.07,0.05,14
Souvenir SSG 08 | Detour (Well-Worn),EUR,,4.25,,,,,0,,,,,0,3.11,3.11,3.11,3.11,1,3.11,12.5,6.42,3.65,3
MP7 | Sunbaked (Field-Tested),EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,20,0.02,0.02,0.02,0.02,69,0.02,0.05,0.02,0.02,119
XM1014 | Ancient Lore (Factory New),EUR,55.55,58.25,,,,,0,,,,,0,43.43,43.43,43.43,43.43,1,37.86,44,41.99,43.22,10
Sticker | device (Gold) | Berlin 2019,EUR,,39.78,,,,,0,,,,,0,30.08,41,37.02,39.99,3,30.08,41,37.02,39.99,3
Sticker | INS (Foil) | Austin 2025,EUR,,1.21,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Xyp9x | Katowice 2019,EUR,1.49,0.42,,,,,0,0.42,0.42,0.42,0.42,1,0.42,0.42,0.42,0.42,1,0.42,0.61,0.52,0.52,2
Sticker | neaLaN | Berlin 2019,EUR,0.75,0.14,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Nelu the Bear,EUR,1.92,0.9,,,,,0,,,,,0,0.69,0.91,0.86,0.91,7,0.68,8.35,1.59,0.91,17
"StatTrak™ Music Kit | Dren, Death's Head Demolition",EUR,4.49,4.83,,,,,0,2.02,2.02,2.02,2.02,1,2.02,4.28,3.5,4.2,3,2.02,4.42,3.84,4.28,7
Sticker | 9z Team | Antwerp 2022,EUR,0.26,0.32,0.32,0.32,0.32,0.32,3,0.22,0.32,0.29,0.32,9,0.15,1,0.24,0.23,280,0.12,1,0.24,0.24,730
StatTrak™ Sawed-Off | Spirit Board (Minimal Wear),EUR,0.21,0.25,0.18,0.19,0.19,0.18,2,0.18,0.25,0.2,0.19,14,0.18,0.32,0.23,0.22,63,0.16,0.52,0.25,0.23,184
CZ75-Auto | Red Astor (Factory New),EUR,1.93,2.01,,,,,0,1.49,2.6,2.01,1.85,5,1.3,8.29,2.75,2.09,23,1.3,8.29,2.28,1.99,70
StatTrak™ MP9 | Hypnotic (Factory New),EUR,48.7,56.01,,,,,0,,,,,0,45.46,120,60.83,54.36,14,39.69,120,52.05,47.71,47
Sticker | aizy | London 2018,EUR,1.49,1.01,,,,,0,0.79,0.79,0.79,0.79,2,0.79,0.79,0.79,0.79,3,0.79,0.79,0.79,0.79,3
Sticker | Avangar (Foil) | Katowice 2019,EUR,20,9.14,,,,,0,,,,,0,,,,,0,7.43,20.56,13.99,13.99,3
Sticker | karrigan | Antwerp 2022,EUR,0.09,0.03,,,,,0,0.02,0.03,0.03,0.02,2,0.02,0.09,0.03,0.03,29,0.02,0.09,0.03,0.03,30
★ Flip Knife | Case Hardened (Battle-Scarred),EUR,,1001.24,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | fame (Holo) | Austin 2025,EUR,1.99,0.99,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | FalleN | Katowice 2019,EUR,1.1,0.97,,,,,0,0.95,0.95,0.95,0.95,1,0.78,0.95,0.87,0.86,2,0.78,1.1,0.96,0.95,7
Sticker | zeRRoFIX (Holo) | Shanghai 2024,EUR,0.43,0.18,,,,,0,,,,,0,0.15,0.15,0.15,0.15,2,0.13,0.25,0.2,0.22,9
StatTrak™ P90 | Nostalgia (Minimal Wear),EUR,11.43,14.78,13.97,13.97,13.97,13.97,1,11.2,13.97,12.94,13.65,3,10.35,16,12.67,12.87,8,7.78,18,12.47,12.06,23
Sticker | freakazoid (Foil) | MLG Columbus 2016,EUR,,44.49,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir AWP | Acheron (Well-Worn),EUR,13,12.81,,,,,0,,,,,0,,,,,0,12.34,13.5,12.92,12.92,2
Sealed Graffiti | Recoil AK-47 (Blood Red),EUR,5.99,4.82,,,,,0,,,,,0,,,,,0,4,4,4,4,1
Sticker | kioShiMa | Cluj-Napoca 2015,EUR,4.78,3.3,,,,,0,,,,,0,2.45,4.79,3.62,3.62,2,2.45,4.79,3.91,3.99,11
Sticker | sdy (Holo) | Paris 2023,EUR,2.67,0.62,,,,,0,,,,,0,0.5,3.26,2.03,2.37,16,0.5,3.26,1.8,1.95,26
★ Huntsman Knife | Slaughter (Field-Tested),EUR,273.3,294.4,,,,,0,,,,,0,,,,,0,208.25,295.41,262.18,271.21,11
Sticker | After Hours Stabbyfish,EUR,0.38,0.38,,,,,0,,,,,0,0.31,0.58,0.4,0.39,5,0.2,2.91,0.52,0.4,35
Sticker | sjuush | Rio 2022,EUR,0.04,0.03,,,,,0,,,,,0,0.02,0.14,0.04,0.02,23,0.02,0.14,0.04,0.02,24
Sticker | apEX (Foil) | Krakow 2017,EUR,43,26.38,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ CZ75-Auto | Victoria (Well-Worn),EUR,,45.82,,,,,0,,,,,0,40,40,40,40,1,40,40,40,40,1
★ Talon Knife | Boreal Forest (Minimal Wear),EUR,375,389.34,,,,,0,352.71,371.1,361.91,361.9,2,319,383.59,349.96,350.46,7,287.53,383.59,343.68,350.23,20
UMP-45 | Crimson Foil (Factory New),EUR,8.25,8.73,7.78,24.99,16.39,16.38,2,7.21,24.99,9.82,8.76,14,6.02,24.99,8.24,7.8,97,5.44,30,8.96,8.06,291
PP-Bizon | Modern Hunter (Battle-Scarred),EUR,,11.24,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ SCAR-20 | Crimson Web (Minimal Wear),EUR,6.06,7.71,,,,,0,7,7,7,7,1,5.51,7.1,6.46,6.38,5,5.15,7.6,6.28,6.28,18
StatTrak™ USP-S | Overgrowth (Minimal Wear),EUR,53.64,71.74,,,,,0,60,60,60,60,1,48.1,69.54,59.41,60,4,48.1,77.17,60.47,59.14,26
Sticker | Techno4K | Antwerp 2022,EUR,0.02,0.03,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,2,0.02,0.03,0.03,0.03,5
Sticker | JDC | Shanghai 2024,EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,13
StatTrak™ Sawed-Off | Analog Input (Well-Worn),EUR,2.2,1.63,,,,,0,1.02,1.55,1.36,1.5,3,1.02,1.55,1.36,1.5,3,1.02,4.23,1.83,1.59,16
Souvenir MP5-SD | Lab Rats (Minimal Wear),EUR,0.1,0.13,0.09,0.1,0.09,0.09,3,0.08,0.67,0.13,0.09,30,0.08,0.87,0.18,0.1,98,0.05,18.5,0.3,0.1,294
R8 Revolver | Crazy 8 (Factory New),EUR,2.48,1.92,1.55,1.55,1.55,1.55,1,1.43,2.73,2.05,2.02,4,1.43,2.78,1.88,1.77,23,1.43,6.52,2.15,1.97,87
★ Sport Gloves | Scarlet Shamagh (Minimal Wear),EUR,709.14,778.63,582.89,899.99,751.61,761.77,4,582.89,899.99,700.84,676.77,10,582.89,997.22,726.56,681.84,29,516.94,999,659.59,640.21,87
Sticker | crush (Foil) | London 2018,EUR,22.5,25.49,,,,,0,,,,,0,,,,,0,,,,,0
MP7 | Tall Grass (Battle-Scarred),EUR,2.68,2.96,,,,,0,,,,,0,,,,,0,2.84,7.27,4.58,4.16,10
Souvenir FAMAS | Dark Water (Minimal Wear),EUR,1.43,1.47,1.09,1.41,1.25,1.25,2,1.09,3.95,1.94,1.35,9,1.09,3.95,1.57,1.34,34,1.07,6.2,1.9,1.54,114
StatTrak™ Desert Eagle | Code Red (Minimal Wear),EUR,75.68,88.94,,,,,0,78.59,82.73,80.44,80,3,65.36,82.73,75.94,78.07,17,62.5,100,79.6,78.78,51
Sticker | Edward (Foil) | Cologne 2015,EUR,13.47,7.47,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | flusha | MLG Columbus 2016,EUR,1.65,1.85,,,,,0,,,,,0,1.5,1.61,1.56,1.56,2,1.4,2.07,1.65,1.61,5
Sticker | Heroic (Holo) | Stockholm 2021,EUR,1.38,1.31,1.38,1.38,1.38,1.38,4,0.84,1.38,1.14,1.12,28,0.65,1.38,1,1.01,44,0.5,1.38,0.84,0.77,104
Sticker | DeadFox (Gold) | Katowice 2019,EUR,,23.36,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | frozen (Gold) | Paris 2023,EUR,2.38,2.53,,,,,0,,,,,0,1.77,4.46,3.4,3.98,3,1.28,4.46,2.57,2.16,8
StatTrak™ Five-SeveN | Hybrid (Field-Tested),EUR,1.37,1.84,1.34,1.62,1.43,1.34,3,1.31,1.8,1.52,1.5,26,1.02,1.92,1.48,1.39,73,1.02,3.71,1.6,1.58,233
Souvenir G3SG1 | Desert Storm (Minimal Wear),EUR,0.88,0.41,,,,,0,,,,,0,0.3,0.3,0.3,0.3,2,0.3,0.89,0.61,0.62,6
"Sticker | ropz (Glitter, Champion) | Antwerp 2022",EUR,0.33,0.12,,,,,0,0.09,0.33,0.15,0.12,6,0.09,0.33,0.14,0.12,30,0.06,0.47,0.14,0.11,103
★ StatTrak™ Ursus Knife | Urban Masked (Well-Worn),EUR,,152.84,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | GODSENT (Gold) | Stockholm 2021,EUR,6.69,5.9,,,,,0,,,,,0,6.7,6.7,6.7,6.7,1,4.06,7.15,5.98,6.69,14
StatTrak™ MAC-10 | Lapis Gator (Battle-Scarred),EUR,1.2,1.41,,,,,0,,,,,0,0.75,0.75,0.75,0.75,1,0.75,1.41,0.92,0.86,7
StatTrak™ AUG | Syd Mead (Factory New),EUR,22.99,19.86,,,,,0,,,,,0,17.04,19.86,18.22,18,4,10.76,26.83,18.25,17.52,20
Sticker | G2 Esports (Holo) | Krakow 2017,EUR,14.99,10.33,,,,,0,,,,,0,,,,,0,14.35,15.94,15.51,15.87,4
Sticker | zont1x (Gold) | Shanghai 2024,EUR,2.09,2.36,,,,,0,1.78,2.02,1.89,1.87,3,1.67,2.02,1.82,1.78,5,1.22,2.44,1.83,1.86,20
Sealed Graffiti | Dead Now (Battle Green),EUR,0.28,0.38,,,,,0,,,,,0,1.68,1.68,1.68,1.68,1,0.12,1.68,0.81,0.86,10
SG 553 | Hazard Pay (Factory New),EUR,283.34,233.26,,,,,0,,,,,0,225,225,225,225,1,196.02,225,207.01,200,3
Sticker | EmiliaQAQ (Glitter) | Copenhagen 2024,EUR,0.18,0.09,0.09,0.09,0.09,0.09,2,0.05,0.09,0.07,0.07,4,0.04,0.19,0.08,0.05,7,0.03,0.19,0.07,0.05,20
M4A1-S | Rose Hex (Battle-Scarred),EUR,5.1,2.62,,,,,0,1.95,1.95,1.95,1.95,1,1.87,1.95,1.91,1.91,2,1.87,1.95,1.91,1.91,2
Sticker | Enemy Spotted (Holo),EUR,1.3,0.74,,,,,0,0.53,3.29,1.15,0.84,12,0.53,3.3,1.11,0.94,50,0.47,3.3,1,0.94,191
Audience Participation Parcel,EUR,,1248.88,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | FlameZ | Paris 2023,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,23,0.02,0.02,0.02,0.02,27
Sticker | B1ad3 (Gold) | Krakow 2017,EUR,,333.04,,,,,0,,,,,0,,,,,0,,,,,0
Autograph Capsule | Team EnVyUs | Cologne 2016,EUR,17.5,16.25,,,,,0,,,,,0,,,,,0,17.19,17.19,17.19,17.19,1
Sealed Graffiti | OpTic Gaming | London 2018,EUR,9.04,1.56,8.34,8.34,8.34,8.34,1,0.93,8.34,4.64,4.64,2,0.93,8.34,4.64,4.64,2,0.93,8.34,4.82,5,4
★ Hand Wraps | Desert Shamagh (Minimal Wear),EUR,135,158.49,140.68,140.68,140.68,140.68,1,134.62,140.68,138.43,140,3,105.52,140.68,127.8,132.59,19,104.01,147.11,127.96,132.38,45
Souvenir XM1014 | Urban Perforated (Factory New),EUR,3.96,5.32,,,,,0,,,,,0,,,,,0,,,,,0
★ M9 Bayonet | Case Hardened (Well-Worn),EUR,946.96,1799.19,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Puke (Shark White),EUR,2.21,0.37,,,,,0,,,,,0,,,,,0,0.41,0.79,0.55,0.45,3
Sealed Graffiti | Shining Star (Bazooka Pink),EUR,0.79,0.42,,,,,0,,,,,0,0.28,0.49,0.39,0.38,2,0.28,0.49,0.34,0.31,5
AWP | Capillary (Well-Worn),EUR,0.47,0.63,,,,,0,,,,,0,0.37,0.51,0.48,0.5,13,0.37,0.74,0.55,0.5,36
USP-S | Flashback (Factory New),EUR,1.34,1.63,,,,,0,1.18,2.15,1.47,1.34,17,1.18,4.2,1.63,1.6,118,0.99,6.97,1.56,1.51,367
Sticker | FlyQuest (Gold) | Shanghai 2024,EUR,4.49,2.71,,,,,0,1.82,4.55,3.7,4.2,4,1.82,4.55,3.86,4.51,5,1.54,4.55,3.26,3.02,30
MAG-7 | Hazard (Factory New),EUR,129.95,114.1,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Vitality (Foil) | Katowice 2019,EUR,20.72,9.77,,,,,0,,,,,0,26,26,26,26,1,9.49,26,13.01,9.99,8
Office Pin,EUR,7.8,9.37,7.87,7.87,7.87,7.87,1,6.66,7.93,7.67,7.89,15,5.96,7.99,7.67,7.89,62,5.96,10.9,8.03,7.96,192
XM1014 | Slipstream (Battle-Scarred),EUR,0.57,0.11,,,,,0,0.08,0.08,0.08,0.08,1,0.08,0.08,0.08,0.08,1,0.07,0.08,0.07,0.07,6
Dual Berettas | Rose Nacre (Field-Tested),EUR,1,0.34,0.28,0.31,0.3,0.3,2,0.25,0.31,0.27,0.26,9,0.18,1.01,0.32,0.36,74,0.14,2.2,0.33,0.35,97
Souvenir M4A4 | Radiation Hazard (Field-Tested),EUR,45.39,57.95,,,,,0,70,70,70,70,1,52,70,61,61,2,48.13,70,57.95,55.45,7
Sticker | huNter- (Holo) | Shanghai 2024,EUR,0.99,0.46,,,,,0,0.36,0.99,0.68,0.68,2,0.3,0.99,0.42,0.31,7,0.25,1.19,0.39,0.31,50
StatTrak™ P2000 | Acid Etched (Battle-Scarred),EUR,0.58,0.8,,,,,0,,,,,0,0.65,0.8,0.74,0.76,5,0.61,0.9,0.74,0.74,12
Sticker | z4KR (Holo) | Austin 2025,EUR,,74.49,,,,,0,,,,,0,,,,,0,,,,,0
AWP | Desert Hydra (Well-Worn),EUR,1499.99,1536.49,,,,,0,,,,,0,1108.56,1308.57,1208.57,1208.56,2,1108.56,1430.65,1247.48,1249,5
Sticker | MOUZ (Holo) | Paris 2023,EUR,1.48,1.77,1.14,1.49,1.41,1.46,6,1.03,1.99,1.45,1.42,41,0.94,2.37,1.44,1.48,250,0.75,2.37,1.3,1.37,673
Sticker | Cheongsam (Holo),EUR,1.32,1.17,,,,,0,1.06,1.69,1.47,1.52,10,0.95,1.98,1.66,1.75,59,0.95,2.06,1.67,1.79,135
Souvenir Glock-18 | Candy Apple (Field-Tested),EUR,,439.31,,,,,0,,,,,0,,,,,0,,,,,0
Galil AR | NV (Minimal Wear),EUR,0.15,0.19,0.15,0.15,0.15,0.15,1,0.14,0.3,0.18,0.15,6,0.09,0.38,0.14,0.13,43,0.07,0.65,0.21,0.19,215
StatTrak™ M4A4 | Choppa (Battle-Scarred),EUR,0.09,0.11,,,,,0,0.08,0.11,0.09,0.09,5,0.07,8.5,0.29,0.1,50,0.07,8.5,0.31,0.11,88
London 2018 Cache Souvenir Package,EUR,94.81,24.07,,,,,0,,,,,0,,,,,0,19.6,32,25.8,25.8,2
MP5-SD | Oxide Oasis (Minimal Wear),EUR,350,345.65,,,,,0,,,,,0,,,,,0,268.78,300,284.39,284.39,2
★ Specialist Gloves | Forest DDPAT (Minimal Wear),EUR,265.63,310.35,,,,,0,290.4,290.4,290.4,290.4,1,223.21,355,289.48,294.7,8,188.7,355,243.3,223.21,25
Sticker | autimatic (Foil) | Katowice 2019,EUR,33.51,5.67,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Twistzz (Foil) | Berlin 2019,EUR,5.98,4.34,,,,,0,,,,,0,5.99,5.99,5.99,5.99,2,2.96,5.99,4.27,3.53,7
AWP | Safari Mesh (Battle-Scarred),EUR,0.12,0.16,0.12,0.15,0.13,0.12,3,0.11,4.98,0.54,0.15,21,0.07,52.22,1.32,0.12,110,0.05,52.22,0.96,0.1,376
★ Falchion Knife | Black Laminate (Field-Tested),EUR,135.19,157.63,,,,,0,125.42,157.01,141.86,142.36,6,118.59,157.01,139.34,137.46,14,108.78,168,138.42,136.54,55
★ StatTrak™ M9 Bayonet | Scorched (Field-Tested),EUR,,612.94,,,,,0,,,,,0,480,480,480,480,1,480,505,492.5,492.5,2
CZ75-Auto | Circaetus (Minimal Wear),EUR,0.26,0.28,,,,,0,0.19,0.3,0.23,0.2,13,0.17,0.92,0.24,0.22,83,0.15,0.92,0.24,0.23,226
M4A4 | Dark Blossom (Well-Worn),EUR,,34.63,,,,,0,,,,,0,,,,,0,29.95,29.95,29.95,29.95,1
Galil AR | Metallic Squeezer (Field-Tested),EUR,0.45,0.58,0.43,0.57,0.5,0.49,4,0.41,2.39,0.57,0.45,21,0.31,2.39,0.47,0.42,84,0.27,2.39,0.59,0.53,418
★ StatTrak™ Survival Knife | Safari Mesh (Battle-Scarred),EUR,,127.39,,,,,0,,,,,0,109.09,109.09,109.09,109.09,1,109.09,109.09,109.09,109.09,1
Sealed Graffiti | Question Mark (Cash Green),EUR,0.27,0.21,,,,,0,,,,,0,,,,,0,0.12,0.28,0.18,0.14,6
★ StatTrak™ Bayonet | Slaughter (Field-Tested),EUR,,504.54,,,,,0,,,,,0,,,,,0,,,,,0
P90 | Freight (Well-Worn),EUR,0.02,0.04,0.02,0.03,0.03,0.02,2,0.02,0.04,0.03,0.03,31,0.02,0.36,0.04,0.04,96,0.02,0.36,0.04,0.04,333
M4A1-S | Master Piece (Factory New),EUR,358.02,393.1,300,300,300,300,1,300,300,300,300,1,240,320.82,293.46,306.52,4,240,345.6,296.21,292.96,16
PP-Bizon | Photic Zone (Factory New),EUR,1.39,1.51,,,,,0,1.18,1.78,1.39,1.38,5,1,1.78,1.3,1.22,9,1,3.03,1.34,1.22,24
Sealed Graffiti | Recoil Galil AR (Wire Blue),EUR,2.49,1.21,,,,,0,,,,,0,,,,,0,1.05,1.05,1.05,1.05,3
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear),EUR,8.06,9.05,8.79,8.79,8.79,8.79,1,6.61,11.26,8.93,9.17,8,6,11.26,8.02,7.62,40,5,16,7.88,7.79,131
Sticker | kennyS (Foil) | London 2018,EUR,25,23.4,,,,,0,21,21,21,21,1,16.56,21,19.52,21,3,16.56,29.99,23.59,23.5,6
Copenhagen 2024 Contenders Autograph Capsule,EUR,0.2,0.23,0.19,0.19,0.19,0.19,11,0.19,0.33,0.27,0.29,38,0.18,0.33,0.22,0.21,197,0.12,0.4,0.2,0.2,533
Sealed Graffiti | 8-Ball (Tiger Orange),EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,169,0.02,0.02,0.02,0.02,209
Sticker | byali (Foil) | Cologne 2015,EUR,,11.35,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Navaja Knife | Blue Steel (Well-Worn),EUR,,130.86,,,,,0,,,,,0,,,,,0,105.13,110,107.57,107.56,2
R8 Revolver | Memento (Factory New),EUR,2.26,1.77,,,,,0,1.3,2.18,1.64,1.44,3,1.3,2.18,1.67,1.57,6,1.18,5,1.88,1.73,22
Copenhagen 2024 Overpass Souvenir Package,EUR,2.31,2.08,,,,,0,1.95,2.32,2.26,2.32,6,1.59,2.44,1.95,1.95,59,1.52,2.99,2.13,1.95,162
StatTrak™ Dual Berettas | Hideout (Factory New),EUR,0.57,0.8,,,,,0,0.57,0.7,0.64,0.64,9,0.57,3.75,0.87,0.69,34,0.52,6.82,0.92,0.71,133
★ Karambit | Rust Coat (Battle-Scarred),EUR,793.59,954.14,816.83,816.83,816.83,816.83,1,754.4,816.83,788.27,800,5,714.14,816.83,780.21,795,15,700.61,930.07,791.24,797,38
AK-47 | Safety Net (Battle-Scarred),EUR,2.22,2.27,,,,,0,1.68,2.45,2.07,2.06,2,1.62,2.75,2.09,1.91,9,1.62,125.82,7.4,2.34,24
StatTrak™ Glock-18 | Vogue (Well-Worn),EUR,6.15,6.34,,,,,0,5.1,5.1,5.1,5.1,1,4.82,5.73,5.16,5.1,7,4.81,8.61,6.08,5.84,28
Sticker | electronic | Katowice 2019,EUR,0.95,0.52,,,,,0,,,,,0,,,,,0,0.32,0.32,0.32,0.32,1
Sticker | Dosia (Gold) | London 2018,EUR,446.52,458.48,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ G3SG1 | Stinger (Factory New),EUR,12.79,4.1,,,,,0,4.49,4.49,4.49,4.49,1,2.57,4.49,3.79,3.94,5,2.57,7.81,3.74,3.54,15
Tec-9 | Nuclear Threat (Minimal Wear),EUR,105,99.08,,,,,0,119.99,120,120,120,2,78.46,130.57,111.32,114.94,6,69.23,132.81,102.29,106.7,20
Sticker | nex (Foil) | London 2018,EUR,9.99,5.61,,,,,0,,,,,0,,,,,0,,,,,0
★ Bowie Knife | Bright Water (Factory New),EUR,139.36,174.45,,,,,0,164.99,164.99,164.99,164.99,1,117.84,167.58,145.41,144.74,31,117.84,197.3,152.19,154.21,97
Nova | Gila (Field-Tested),EUR,0.48,0.54,,,,,0,0.43,0.43,0.43,0.43,1,0.39,0.55,0.45,0.43,9,0.27,0.56,0.43,0.43,15
★ Gut Knife | Ultraviolet (Well-Worn),EUR,100,130.7,,,,,0,,,,,0,,,,,0,109.83,130,119.51,118.69,3
Dual Berettas | Black Limba (Minimal Wear),EUR,9.62,8.61,,,,,0,,,,,0,6.59,9.8,8.2,8.2,2,5.49,10.99,7.54,6.72,8
Desert Eagle | Midnight Storm (Well-Worn),EUR,44,34.77,,,,,0,27.23,27.23,27.23,27.23,1,27.23,27.23,27.23,27.23,1,26.97,27.23,27.1,27.1,2
★ Driver Gloves | Imperial Plaid (Minimal Wear),EUR,730.48,867.64,721.31,721.31,721.31,721.31,1,600,800.07,721.29,732.13,8,600,812.56,717.1,720.43,36,536.77,936.67,694.5,690,123
StatTrak™ M249 | Aztec (Battle-Scarred),EUR,0.92,1.11,,,,,0,,,,,0,,,,,0,0.89,2.42,1.77,1.76,11
StatTrak™ Nova | Dark Sigil (Field-Tested),EUR,0.15,0.2,,,,,0,0.14,0.2,0.16,0.16,19,0.12,0.21,0.16,0.16,101,0.11,0.27,0.18,0.18,293
Nova | Marsh Grass (Field-Tested),EUR,0.03,0.04,0.02,0.03,0.03,0.02,2,0.02,0.04,0.03,0.03,13,0.02,0.05,0.03,0.03,49,0.02,0.05,0.03,0.03,79
★ Flip Knife | Ultraviolet (Minimal Wear),EUR,275.88,302.44,266.57,270,268.29,268.28,2,242.64,281.25,265.12,268.28,4,217.27,281.25,244.68,238.69,10,217.27,321.49,258.22,260.06,30
StatTrak™ Tec-9 | Isaac (Battle-Scarred),EUR,2.41,2.47,1.81,1.81,1.81,1.81,1,1.81,2.56,2.04,1.89,4,1.81,3.42,2.37,2.32,17,1.72,4.19,2.61,2.6,56
★ Karambit | Autotronic (Minimal Wear),EUR,2000,2444.65,,,,,0,,,,,0,1900,1900,1900,1900,1,1513.51,1900,1722.16,1699,13
XM1014 | Solitude (Minimal Wear),EUR,6.94,6,4.3,4.38,4.34,4.34,2,4.3,12.5,7.12,6.35,15,4.17,34.67,8.19,6.5,65,3.64,75,8.33,6.19,97
StatTrak™ MP5-SD | Necro Jr. (Field-Tested),EUR,0.06,0.13,0.1,0.1,0.1,0.1,1,0.09,0.11,0.1,0.1,8,0.07,0.13,0.1,0.1,59,0.07,0.19,0.11,0.1,175
Sticker | Perfecto (Holo) | Rio 2022,EUR,0.96,0.54,,,,,0,,,,,0,,,,,0,,,,,0
MP5-SD | Kitbash (Field-Tested),EUR,0.22,0.37,0.27,0.34,0.29,0.28,4,0.26,0.39,0.29,0.27,53,0.21,0.66,0.29,0.29,306,0.21,0.66,0.33,0.32,1087
Sticker | gxx- (Holo) | Antwerp 2022,EUR,0.46,0.33,,,,,0,,,,,0,0.46,0.46,0.46,0.46,1,0.25,0.46,0.33,0.27,3
Sticker | paz (Gold) | Boston 2018,EUR,,150.01,,,,,0,,,,,0,,,,,0,,,,,0
XM1014 | Seasons (Battle-Scarred),EUR,1.83,1.7,,,,,0,,,,,0,1.06,1.34,1.18,1.13,3,0.96,1.79,1.39,1.4,14
Glock-18 | Brass (Well-Worn),EUR,32.38,16.81,,,,,0,17,17,17,17,2,12.46,23,17.37,17,4,12.46,23,17.36,17.26,12
★ Butterfly Knife | Blue Steel (Field-Tested),EUR,1409.44,1647.41,,,,,0,1382.98,1382.98,1382.98,1382.98,1,1208.09,1446.7,1351.98,1369,10,1149.44,1446.7,1300.19,1300.07,34
Sealed Graffiti | Choke (SWAT Blue),EUR,2.65,0.4,,,,,0,,,,,0,,,,,0,0.27,0.27,0.27,0.27,1
MP5-SD | Phosphor (Factory New),EUR,10.63,11.75,11.45,11.45,11.45,11.45,1,8.42,13.3,11.19,11.51,4,8.09,32.99,11.77,10.26,23,7.31,32.99,9.9,9.18,85
Souvenir MP7 | Motherboard (Well-Worn),EUR,0.44,0.27,,,,,0,,,,,0,,,,,0,0.28,0.28,0.28,0.28,1
StatTrak™ MP5-SD | Liquidation (Well-Worn),EUR,0.07,0.11,0.07,0.07,0.07,0.07,1,0.07,0.42,0.15,0.09,5,0.07,0.42,0.1,0.09,25,0.07,0.42,0.1,0.09,76
Sealed Graffiti | Heart (War Pig Pink),EUR,0.06,0.1,,,,,0,0.05,0.08,0.06,0.05,3,0.05,0.08,0.07,0.07,47,0.04,0.08,0.07,0.07,107
Sticker | dav1deuS | Rio 2022,EUR,1.38,0.56,,,,,0,,,,,0,0.45,0.54,0.5,0.54,5,0.42,0.99,0.62,0.54,19
Sticker | broky (Glitter) | Shanghai 2024,EUR,0.14,0.03,0.14,0.14,0.14,0.14,1,0.02,0.14,0.06,0.03,3,0.02,0.15,0.07,0.03,22,0.02,0.15,0.04,0.02,98
Sticker | Poorly Drawn Terrorist,EUR,0.91,0.75,,,,,0,1.29,1.29,1.29,1.29,1,0.64,1.29,1.03,1.24,10,0.42,1.7,1.07,1.25,27
Antwerp 2022 Ancient Souvenir Package,EUR,3.44,4.34,3.44,3.44,3.44,3.44,2,3.41,3.44,3.44,3.44,6,2.77,3.44,3.14,3,36,2.49,7.39,3.68,3.17,94
StatTrak™ CZ75-Auto | Vendetta (Field-Tested),EUR,0.96,0.92,0.67,0.67,0.67,0.67,1,0.67,0.67,0.67,0.67,1,0.67,0.8,0.76,0.79,5,0.55,0.88,0.73,0.77,13
★ Huntsman Knife | Crimson Web (Minimal Wear),EUR,300,352.75,305,305,305,305,1,260,305,279.63,273.9,3,260,318.21,295.59,303.44,10,255.34,354.38,296.95,303.88,23
