market_hash_name,currency,current_min_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
StatTrak™ USP-S | Torque (Minimal Wear),EUR,3.09,3,3,3,3,1,2.69,3.55,3.2,3.25,10,2.17,6,3.33,3.23,57,2.17,6.99,3.73,3.57,155
FAMAS | Meow 36 (Well-Worn),EUR,0.03,0.02,0.03,0.03,0.03,18,0.02,0.08,0.03,0.03,32,0.02,0.91,0.05,0.03,77,0.02,0.91,0.04,0.04,255
Sticker | B1ad3 | Boston 2018,EUR,3.88,,,,,0,,,,,0,2.3,3.8,2.63,2.3,5,1.5,4.5,2.96,2.38,12
StatTrak™ Nova | Windblown (Battle-Scarred),EUR,0.36,,,,,0,,,,,0,0.27,0.34,0.3,0.31,5,0.27,0.61,0.36,0.32,8
Sticker | stavn (Holo) | Rio 2022,EUR,1.42,,,,,0,,,,,0,,,,,0,0.76,1.99,1.25,1.19,6
★ Classic Knife | Crimson Web (Battle-Scarred),EUR,285,,,,,0,,,,,0,236.84,288.74,262.79,262.79,2,222.72,305.1,264.15,265.68,8
Sticker | ESL (Holo) | Cologne 2016,EUR,14,,,,,0,7.99,9.04,8.34,7.99,3,5.75,9.04,6.96,6.6,12,5.5,9.04,7.43,7.97,26
Sticker | bodyy (Foil) | Atlanta 2017,EUR,39.89,,,,,0,,,,,0,,,,,0,,,,,0
SSG 08 | Slashed (Battle-Scarred),EUR,1.3,,,,,0,1.33,1.33,1.33,1.33,1,1.2,1.33,1.27,1.28,5,1.2,1.74,1.39,1.32,10
MAG-7 | Silver (Factory New),EUR,18.93,16.12,19.69,17.91,17.9,2,15.77,19.69,18.53,18.86,16,15,63.99,20.46,18.54,43,14.12,63.99,19.29,18.22,99
"StatTrak™ Music Kit | Laura Shigihara: Work Hard, Play Hard",EUR,9.99,,,,,0,5.55,5.55,5.55,5.55,1,4.13,5.6,5.28,5.55,5,3.38,6.89,5.28,5.46,19
Sticker | nicoodoz (Glitter) | Copenhagen 2024,EUR,0.25,,,,,0,0.25,0.25,0.25,0.25,1,0.07,0.25,0.16,0.16,2,0.06,0.25,0.1,0.07,8
Sealed Graffiti | Okay (Monarch Blue),EUR,2.18,,,,,0,,,,,0,,,,,0,0.11,0.11,0.11,0.11,2
★ Sport Gloves | Bronze Morph (Well-Worn),EUR,149.59,157.98,157.98,157.98,157.98,1,128.6,164.65,154.5,157.98,7,122.8,164.65,149.52,156.1,20,104.07,179.99,153.03,154.23,69
★ Bowie Knife | Scorched (Field-Tested),EUR,,,,,,0,,,,,0,102.67,115.58,109.13,109.12,2,102.67,140,121.23,120.02,10
Souvenir Nova | Walnut (Battle-Scarred),EUR,0.7,0.57,0.76,0.67,0.66,2,0.57,0.76,0.67,0.66,2,0.53,0.76,0.61,0.58,4,0.53,8.75,1.46,0.86,12
Sealed Graffiti | Sheriff (Frog Green),EUR,0.03,,,,,0,,,,,0,0.02,0.03,0.03,0.03,17,0.02,0.1,0.04,0.03,29
StatTrak™ P2000 | Turf (Well-Worn),EUR,0.27,,,,,0,,,,,0,0.21,0.21,0.21,0.21,1,0.21,0.31,0.27,0.26,6
SCAR-20 | Blueprint (Factory New),EUR,0.39,,,,,0,0.36,0.56,0.46,0.45,8,0.36,2.63,0.55,0.45,19,0.24,2.85,0.58,0.45,65
Sticker | markeloff (Foil) | MLG Columbus 2016,EUR,29.99,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Tec-9 | Decimator (Field-Tested),EUR,33.48,,,,,0,29.32,35.35,32.33,31.94,5,27.76,39.26,33.44,34.36,16,26.01,49.99,34.18,34,59
StatTrak™ P90 | Off World (Field-Tested),EUR,0.31,,,,,0,0.3,0.31,0.31,0.31,7,0.29,0.45,0.33,0.31,26,0.21,0.45,0.31,0.3,100
Sticker | Aleksib (Gold) | Copenhagen 2024,EUR,4.19,,,,,0,4.19,4.19,4.19,4.19,1,4.19,4.19,4.19,4.19,1,2.69,4.19,2.78,2.69,16
Desert Eagle | Meteorite (Factory New),EUR,1.8,1.49,23.9,2.7,1.92,26,1.49,23.9,2.09,1.77,125,1.2,23.9,1.77,1.53,581,0.82,23.9,1.7,1.53,1808
StatTrak™ Galil AR | Kami (Well-Worn),EUR,1.84,,,,,0,4.8,4.8,4.8,4.8,1,1.87,4.8,2.75,2.16,4,1.67,4.8,2.85,3.09,12
★ Kukri Knife | Boreal Forest (Battle-Scarred),EUR,120,101.9,101.9,101.9,101.9,1,101.9,112.77,107.26,107.12,3,101.9,121.37,109.33,107.12,7,101.9,141.6,120.56,120.27,27
★ StatTrak™ Paracord Knife | Safari Mesh (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
XM1014 | Banana Leaf (Battle-Scarred),EUR,,,,,,0,,,,,0,22.41,31.01,25.88,25.06,4,22.41,31.01,26.22,25.11,7
ESL One Katowice 2015 Cache Souvenir Package,EUR,181.51,,,,,0,,,,,0,,,,,0,64.99,73.8,69.23,68.9,3
Patch | Bayonet Frog,EUR,409.01,,,,,0,,,,,0,415.37,415.37,415.37,415.37,1,312.95,415.37,353.22,342.27,4
Sticker | M80 (Gold) | Austin 2025,EUR,20,8.5,8.5,8.5,8.5,1,8.5,8.5,8.5,8.5,1,8.5,8.5,8.5,8.5,1,8.5,8.5,8.5,8.5,1
Desert Eagle | Hand Cannon (Battle-Scarred),EUR,510.24,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | TYLOO (Holo) | 2020 RMR,EUR,0.88,0.88,0.88,0.88,0.88,3,0.45,0.9,0.7,0.69,22,0.45,0.9,0.6,0.6,183,0.14,0.93,0.66,0.65,613
Sticker | Summer (Glitter) | Shanghai 2024,EUR,0.32,,,,,0,,,,,0,0.13,0.34,0.21,0.15,3,0.1,0.39,0.16,0.14,63
Sticker | TaZ | Cologne 2016,EUR,29.07,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Dust FA (Foil),EUR,6.39,4.41,4.41,4.41,4.41,2,4.09,6.43,5.16,5.28,14,3.23,6.43,4.56,4.42,48,2.8,6.43,4.1,4.14,81
Sealed Graffiti | GGWP (SWAT Blue),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,23
AK-47 | Predator (Well-Worn),EUR,20.53,,,,,0,14.6,14.6,14.6,14.6,1,14.6,16.52,15.56,15.56,2,14.6,29.08,18.29,16.88,8
Sealed Graffiti | 8-Ball (Tracer Yellow),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,18,0.02,0.03,0.02,0.02,330
StatTrak™ SG 553 | Triarch (Well-Worn),EUR,0.58,,,,,0,0.52,0.62,0.56,0.55,3,0.52,0.62,0.57,0.56,6,0.46,0.85,0.65,0.64,18
Souvenir PP-Bizon | Irradiated Alert (Minimal Wear),EUR,1.9,,,,,0,1.36,1.36,1.36,1.36,1,1.19,1.36,1.28,1.28,2,1.19,5,2.89,2.68,4
Sealed Graffiti | King Me (SWAT Blue),EUR,0.02,,,,,0,,,,,0,0.03,0.03,0.03,0.03,3,0.02,0.03,0.03,0.03,4
Sawed-Off | Irradiated Alert (Field-Tested),EUR,2,,,,,0,,,,,0,1.38,1.62,1.53,1.58,3,1.38,2,1.65,1.6,4
Glock-18 | Wasteland Rebel (Minimal Wear),EUR,4.16,2.99,3.68,3.34,3.34,2,2.99,6.99,4.26,4.12,29,2.88,6.99,4.34,4.46,128,2.88,8.54,4.83,4.78,385
M4A1-S | Blue Phosphor (Factory New),EUR,688.01,684.76,800,726.5,710.62,4,599.99,800,670.14,664.19,37,523.01,900.29,670.87,649.7,132,446.08,945.35,609.66,595.88,496
R8 Revolver | Desert Brush (Factory New),EUR,1.05,,,,,0,0.78,0.83,0.8,0.79,6,0.62,2.15,1.09,0.79,15,0.54,2.15,0.85,0.73,33
Sticker | Magisk | London 2018,EUR,3.33,,,,,0,,,,,0,1.4,1.58,1.52,1.58,3,1.4,14.7,4.82,1.58,4
CZ75-Auto | Red Astor (Well-Worn),EUR,0.3,,,,,0,,,,,0,0.22,0.35,0.28,0.26,5,0.22,0.47,0.32,0.3,35
Galil AR | Firefight (Factory New),EUR,1.91,2,2.42,2.21,2.21,2,1.74,3.19,2.43,2.46,16,1.74,12.99,2.7,2.42,63,1.74,17.64,2.97,2.5,143
Sealed Graffiti | Rly (Tiger Orange),EUR,0.75,,,,,0,,,,,0,,,,,0,0.12,0.18,0.15,0.15,5
★ Gut Knife | Lore (Factory New),EUR,238.88,,,,,0,207.51,267.37,237.44,237.44,2,198,267.37,222.38,217.46,18,198,267.37,222.66,218.11,36
Sticker | kinqie (Foil) | Berlin 2019,EUR,1.8,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | hutji (Gold) | London 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
MAC-10 | Button Masher (Battle-Scarred),EUR,0.2,0.21,0.23,0.22,0.22,2,0.2,0.24,0.22,0.23,9,0.2,0.27,0.23,0.23,15,0.19,0.35,0.25,0.25,57
B Squadron Officer | SAS,EUR,11,9.73,12.13,11.47,11.86,7,7.98,18.62,9.94,9.84,89,6,18.62,8.58,8.46,333,5.75,18.62,8.4,8.4,868
Souvenir XM1014 | VariCamo Blue (Well-Worn),EUR,,,,,,0,0.82,0.82,0.82,0.82,1,0.82,0.82,0.82,0.82,1,0.82,0.82,0.82,0.82,1
Sticker | Hobbit (Glitter) | Antwerp 2022,EUR,0.24,,,,,0,0.06,0.06,0.06,0.06,2,0.06,0.06,0.06,0.06,2,0.05,0.09,0.06,0.06,10
Sticker | decenty (Holo) | Copenhagen 2024,EUR,0.79,,,,,0,,,,,0,0.79,0.99,0.89,0.89,2,0.17,0.99,0.54,0.5,4
Sealed Graffiti | Recoil UMP-45 (Monarch Blue),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | juanflatroo (Gold) | Paris 2023,EUR,2.43,,,,,0,,,,,0,,,,,0,1.12,1.34,1.24,1.25,3
StatTrak™ P250 | Asiimov (Field-Tested),EUR,11.53,9.99,10.08,10.04,10.04,2,9.93,14.69,11.61,11.74,19,7.47,30.07,11.2,10.35,85,7.47,30.07,11.8,11.11,256
UMP-45 | Mudder (Well-Worn),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,5,0.02,0.02,0.02,0.02,6
★ Classic Knife | Scorched (Minimal Wear),EUR,145.12,,,,,0,,,,,0,145,158.89,151.95,151.94,2,121.62,172.67,152.53,154.4,12
Sticker | Martha (Holo),EUR,0.29,,,,,0,0.24,0.45,0.34,0.32,3,0.19,1.7,0.4,0.32,17,0.19,1.7,0.4,0.32,60
Sticker | Fnatic | Cologne 2016,EUR,3.23,,,,,0,,,,,0,2.68,3.48,3.19,3.29,8,1.95,3.48,2.98,3.29,29
StatTrak™ USP-S | Blueprint (Factory New),EUR,115,,,,,0,120.78,120.78,120.78,120.78,1,98.54,121,113.44,120.78,3,91.2,239.9,129.95,123.34,14
MLG Columbus 2016 Overpass Souvenir Package,EUR,,,,,,0,,,,,0,55,55,55,55,1,55,64.58,59.79,59.79,2
★ Talon Knife | Doppler (Minimal Wear),EUR,2245,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Swag (Foil),EUR,99,,,,,0,,,,,0,48.99,59.99,56.11,59.55,6,37.46,59.99,49.84,48.99,13
★ Ursus Knife | Ultraviolet (Minimal Wear),EUR,226.88,,,,,0,198.4,259.55,233.32,242,3,185.62,265.3,222.15,219.3,10,182,265.3,220.61,220.58,38
Sticker | Perfecto (Glitter) | Copenhagen 2024,EUR,1.99,,,,,0,,,,,0,0.45,0.45,0.45,0.45,1,0.37,1.89,0.93,0.9,7
Operation Breakout Weapon Case,EUR,7.85,7.11,8.07,7.91,7.99,154,7.02,8.15,7.77,7.78,1959,6,9,7.87,7.95,8818,4.81,9,7.21,7.06,39156
Sticker | jdm64 | Cologne 2015,EUR,73.49,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Double (War Pig Pink),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,13
Sticker | FaZe Clan (Foil) | Stockholm 2021,EUR,3.84,,,,,0,3.85,3.85,3.85,3.85,1,2.78,3.85,3.42,3.41,6,2.06,4.07,3,2.99,42
Sticker | ScreaM (Foil) | Cluj-Napoca 2015,EUR,444.58,,,,,0,,,,,0,85.99,85.99,85.99,85.99,1,85.99,120,103,103,2
★ StatTrak™ M9 Bayonet | Rust Coat (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Stewie2K (Foil) | Boston 2018,EUR,187.35,,,,,0,40,40,40,40,1,27.74,40,33.87,33.87,2,27.74,40,33.87,33.87,2
★ Gut Knife | Night (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,80.48,120,102.55,104.86,4
★ Nomad Knife | Case Hardened (Field-Tested),EUR,318.89,,,,,0,315.59,315.59,315.59,315.59,1,267.33,319.99,292.16,289.92,7,257.56,574.27,324.06,295.46,28
M4A4 | Urban DDPAT (Factory New),EUR,4.32,,,,,0,4.13,6.7,5.2,4.77,5,3.47,7.18,4.79,4.56,44,3.11,84.9,5.58,4.65,165
Sticker | Liazz (Gold) | Katowice 2019,EUR,49.38,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | skullz (Gold) | Shanghai 2024,EUR,,,,,,0,,,,,0,,,,,0,5.13,5.82,5.48,5.48,2
Sticker | drop (Holo) | Antwerp 2022,EUR,1.39,,,,,0,0.79,0.79,0.79,0.79,1,0.79,0.79,0.79,0.79,2,0.79,0.97,0.88,0.84,9
StatTrak™ Glock-18 | Off World (Well-Worn),EUR,0.33,0.37,0.48,0.41,0.39,6,0.34,1,0.46,0.38,9,0.27,1,0.39,0.36,24,0.27,3.57,0.49,0.4,73
Souvenir G3SG1 | Jungle Dashed (Minimal Wear),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
MP7 | Just Smile (Field-Tested),EUR,0.6,0.53,0.63,0.59,0.6,6,0.53,0.88,0.66,0.63,60,0.46,0.88,0.66,0.63,222,0.45,1.6,0.75,0.73,811
Galil AR | Black Sand (Minimal Wear),EUR,0.14,,,,,0,0.13,0.14,0.14,0.14,4,0.13,0.24,0.16,0.14,20,0.13,0.34,0.17,0.15,69
StatTrak™ MP7 | Cirrus (Battle-Scarred),EUR,0.65,,,,,0,0.86,0.86,0.86,0.86,1,0.39,0.86,0.56,0.53,8,0.34,0.86,0.49,0.49,23
P250 | Bone Mask (Well-Worn),EUR,123.26,,,,,0,,,,,0,,,,,0,1.95,1.95,1.95,1.95,1
StatTrak™ USP-S | Overgrowth (Well-Worn),EUR,94.67,,,,,0,,,,,0,37.77,37.99,37.88,37.88,2,37.77,38.09,37.95,37.99,3
DreamHack 2014 Mirage Souvenir Package,EUR,,,,,,0,,,,,0,393.83,393.83,393.83,393.83,1,393.83,393.83,393.83,393.83,1
Sticker | Woro2k (Holo) | Paris 2023,EUR,0.47,,,,,0,0.4,0.58,0.55,0.58,7,0.31,0.59,0.5,0.55,19,0.31,0.68,0.52,0.58,36
Sticker | Happy | Cologne 2015,EUR,4.8,,,,,0,,,,,0,4.78,4.78,4.78,4.78,1,3.57,4.84,4.21,4.2,4
Sticker | dupreeh (Gold) | Rio 2022,EUR,10.81,,,,,0,,,,,0,,,,,0,,,,,0
MP7 | Forest DDPAT (Battle-Scarred),EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,26,0.02,0.02,0.02,0.02,46
Sealed Graffiti | Misfits Gaming | Boston 2018,EUR,2.82,,,,,0,1.42,1.42,1.42,1.42,1,1.42,1.42,1.42,1.42,1,0.73,1.42,1.08,1.08,4
P250 | Steel Disruption (Minimal Wear),EUR,3.7,,,,,0,1.49,1.49,1.49,1.49,1,1.41,3.58,2.45,2.22,8,1.19,680,20.34,2.48,38
AK-47 | Wintergreen (Well-Worn),EUR,4.26,,,,,0,3.26,4.2,3.73,3.73,2,3.26,6.75,4.46,4.2,5,3.26,6.75,4.42,4.2,7
Sticker | phzy | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Goofy (Monster Purple),EUR,0.68,,,,,0,,,,,0,0.28,0.28,0.28,0.28,1,0.27,0.28,0.27,0.27,17
Sticker | Maikelele | Cologne 2015,EUR,3.79,,,,,0,,,,,0,1.8,2.18,1.94,1.9,4,1.8,3.79,2.31,1.99,5
Sticker | KSCERATO (Glitter) | Rio 2022,EUR,0.45,,,,,0,,,,,0,,,,,0,0.06,0.2,0.13,0.13,2
Sticker | Dark Angels,EUR,2,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Classic Knife | Scorched (Field-Tested),EUR,169,,,,,0,,,,,0,,,,,0,155.58,161.44,158.51,158.51,2
Sticker | Grayhound Gaming | Katowice 2019,EUR,1.2,,,,,0,1.2,1.2,1.2,1.2,2,1.2,1.2,1.2,1.2,2,0.96,1.49,1.19,1.2,9
Sticker | dgt (Glitter) | Antwerp 2022,EUR,0.11,,,,,0,,,,,0,0.08,0.08,0.08,0.08,1,0.07,0.52,0.15,0.07,6
★ Skeleton Knife | Scorched (Minimal Wear),EUR,266.75,,,,,0,302.49,302.49,302.49,302.49,1,229.54,302.49,256.28,254.77,5,214.35,320,256.84,250.52,16
Sealed Graffiti | Eat It (Jungle Green),EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,92,0.02,0.02,0.02,0.02,108
Sticker | broky (Foil) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Spinx (Holo) | Copenhagen 2024,EUR,0.33,,,,,0,,,,,0,0.65,0.65,0.65,0.65,1,0.13,0.65,0.21,0.14,9
★ StatTrak™ Nomad Knife | Night Stripe (Field-Tested),EUR,,,,,,0,,,,,0,144.78,178.74,161.76,161.76,2,144.78,209.51,178.01,178.87,4
StatTrak™ SG 553 | Ultraviolet (Battle-Scarred),EUR,143.59,,,,,0,,,,,0,23.91,26.33,25.12,25.12,2,21.74,26.33,23.99,23.91,3
StatTrak™ Galil AR | Firefight (Minimal Wear),EUR,3.15,2.42,2.42,2.42,2.42,1,2,4.09,3.07,3.03,8,2,5.5,3.1,3.02,33,2,48.09,3.62,3.11,101
Sticker | shox (Foil) | London 2018,EUR,11.79,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Rare Atom (Gold) | Shanghai 2024,EUR,17.35,,,,,0,13.75,15.03,14.39,14.39,2,13.22,16.99,15.21,15.28,8,11.24,29.85,20.91,21.99,35
Sticker | karrigan (Champion) | Antwerp 2022,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,7,0.02,0.09,0.03,0.02,24,0.02,0.09,0.02,0.02,44
★ M9 Bayonet | Safari Mesh (Field-Tested),EUR,592.74,,,,,0,,,,,0,455,455,455,455,1,455,540,505.72,517.92,7
StatTrak™ M4A1-S | Blood Tiger (Minimal Wear),EUR,17.46,19.95,19.95,19.95,19.95,1,16.04,300,55.48,19.32,9,11.91,300,33.16,17.94,22,11.91,300,23.22,16.82,72
★ Classic Knife | Boreal Forest (Well-Worn),EUR,,,,,,0,,,,,0,129.94,129.94,129.94,129.94,1,105.2,154,133.73,140,7
AUG | Anodized Navy (Minimal Wear),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Driver Gloves | Racing Green (Field-Tested),EUR,60,53,80.24,63.17,61.62,6,46.07,80.24,62.29,65.42,45,46.07,83.86,62.54,63.99,189,46.07,98.58,65.59,65.43,637
Souvenir Desert Eagle | Mudder (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir Five-SeveN | Fall Hazard (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
M4A1-S | Welcome to the Jungle (Well-Worn),EUR,622.41,,,,,0,572.63,572.63,572.63,572.63,1,542.51,654.47,586.58,572.63,5,528.66,654.47,579.23,570.16,11
★ Driver Gloves | King Snake (Well-Worn),EUR,256.74,230,275.6,252.8,252.8,2,221.3,287.86,263.34,276.3,10,200.52,300.65,256.44,266.48,44,200,336.89,266.69,272.95,99
Sticker | w0nderful (Holo) | Rio 2022,EUR,9.49,,,,,0,,,,,0,,,,,0,1.79,1.79,1.79,1.79,1
StatTrak™ MP7 | Abyssal Apparition (Field-Tested),EUR,2.51,1.94,2.07,1.98,1.94,3,1.92,2.56,2.13,2.08,12,1.57,5.47,2.38,2.2,48,1.46,5.47,2.41,2.24,142
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested),EUR,0.64,0.64,0.66,0.65,0.65,2,0.57,2.99,0.86,0.68,15,0.56,2.99,0.82,0.71,68,0.56,2.99,0.81,0.76,217
★ Flip Knife | Rust Coat (Battle-Scarred),EUR,186.88,,,,,0,142.08,205.99,184.36,205,3,142.08,205.99,181.19,187.76,24,142.08,254.47,185.72,187.76,46
Sealed Graffiti | QQ (SWAT Blue),EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1
Souvenir MP9 | Music Box (Factory New),EUR,0.87,0.69,0.69,0.69,0.69,1,0.69,1.98,0.94,0.78,8,0.69,2.59,1.11,0.96,30,0.69,6.5,1.35,1.16,115
StatTrak™ CZ75-Auto | Xiangliu (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,12.05,12.05,12.05,12.05,1
★ Huntsman Knife | Crimson Web (Minimal Wear),EUR,305,,,,,0,260,273.9,266.95,266.95,2,260,319.22,297.01,303.44,10,255.34,354.38,296.58,303.44,22
Sticker | DemQQ | Paris 2023,EUR,0.02,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,4,0.02,0.02,0.02,0.02,27
StatTrak™ M4A4 | Temukau (Battle-Scarred),EUR,22.03,,,,,0,19.81,21.18,20.5,20.5,2,17.61,21.18,19.62,19.98,6,17.61,25,20.39,20.54,18
StatTrak™ MP9 | Dart (Factory New),EUR,2.27,3.25,3.25,3.25,3.25,1,3.25,3.61,3.43,3.43,2,1.68,6.99,2.96,2.36,11,1.52,10.27,3.09,2.73,49
MAG-7 | Petroglyph (Well-Worn),EUR,0.47,,,,,0,,,,,0,0.3,0.49,0.4,0.4,3,0.3,0.49,0.37,0.39,9
Sticker | magixx (Holo) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Huntsman Knife | Safari Mesh (Battle-Scarred),EUR,122.7,,,,,0,98.07,98.07,98.07,98.07,1,98.07,120.01,111.34,115.95,3,98.07,125.52,117.43,120,6
Sticker | pronax | Cologne 2015,EUR,1.67,,,,,0,1.56,1.79,1.68,1.68,2,1.23,1.8,1.52,1.56,5,1.23,1.83,1.54,1.56,15
Sealed Graffiti | Dead Now (Bazooka Pink),EUR,4.81,,,,,0,,,,,0,0.15,0.15,0.15,0.15,1,0.09,0.15,0.12,0.12,2
★ Karambit | Gamma Doppler (Minimal Wear),EUR,4890.77,,,,,0,,,,,0,3099.01,3099.01,3099.01,3099.01,1,2872.77,3099.01,2985.89,2985.89,2
Galil AR | Grey Smoke (Field-Tested),EUR,0.93,0.03,0.04,0.04,0.04,2,0.02,0.07,0.04,0.03,20,0.02,0.07,0.03,0.03,83,0.02,0.27,0.04,0.03,128
Sealed Graffiti | Karambit (Brick Red),EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.03,0.02,0.02,39,0.02,0.03,0.02,0.02,41
StatTrak™ P250 | Wingshot (Well-Worn),EUR,3.8,,,,,0,2.75,3.12,2.94,2.94,2,2.32,8.8,3.54,2.75,9,2.32,8.8,3.24,2.74,16
MAG-7 | SWAG-7 (Battle-Scarred),EUR,0.27,,,,,0,0.23,0.26,0.24,0.24,4,0.23,0.28,0.26,0.26,12,0.18,0.42,0.29,0.28,43
StatTrak™ Glock-18 | Snack Attack (Battle-Scarred),EUR,11.05,,,,,0,9.51,9.51,9.51,9.51,1,8.61,10.73,9.72,9.51,5,7.66,14,10.01,9.88,18
★ StatTrak™ M9 Bayonet | Bright Water (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
AK-47 | Aquamarine Revenge (Well-Worn),EUR,27.41,22.7,33.91,28.27,28.24,4,22.7,33.91,28.55,28.25,13,20.2,33.91,25.92,26.12,51,20,42.44,27.41,26.95,149
StatTrak™ AK-47 | Frontside Misty (Minimal Wear),EUR,62.81,,,,,0,46.03,69,62.14,62.1,12,46.03,69,60.45,60.58,44,46.03,100,63.05,61.11,125
Sealed Graffiti | Backstab (Jungle Green),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,14
Sticker | Techno4K | Rio 2022,EUR,0.03,,,,,0,0.02,0.03,0.03,0.03,3,0.02,0.03,0.03,0.03,3,0.02,0.03,0.03,0.02,4
Galil AR | Sage Spray (Minimal Wear),EUR,0.02,0.03,0.03,0.03,0.03,1,0.02,0.03,0.03,0.03,121,0.02,1.07,0.03,0.03,161,0.02,1.07,0.03,0.02,662
Sticker | kabal (Glitter) | Antwerp 2022,EUR,0.14,,,,,0,0.05,0.05,0.05,0.05,1,0.05,0.05,0.05,0.05,1,0.02,0.05,0.02,0.02,11
FAMAS | Djinn (Field-Tested),EUR,2.2,1.92,2,1.96,1.97,3,1.88,3.99,2.35,2.16,22,1.83,3.99,2.33,2.28,80,1.82,6.12,2.73,2.59,277
Sealed Graffiti | Dizzy (Desert Amber),EUR,0.33,,,,,0,,,,,0,0.16,0.16,0.16,0.16,1,0.13,0.16,0.15,0.16,4
★ Karambit | Stained (Field-Tested),EUR,931.19,,,,,0,929.99,1000,960.32,950.96,3,800,1000,904.9,909.09,7,800,1000,883.65,881.96,11
MP7 | Bloodsport (Well-Worn),EUR,1.8,1.76,1.76,1.76,1.76,1,1.55,2.12,1.78,1.74,5,1.28,2.12,1.65,1.71,11,1.28,2.53,1.81,1.75,24
Berlin 2019 Overpass Souvenir Package,EUR,13.33,,,,,0,13.3,13.93,13.72,13.93,3,10.8,13.93,12.79,12.87,10,10.74,65,27.67,13.57,43
ESL One Katowice 2015 Nuke Souvenir Package,EUR,259.3,,,,,0,,,,,0,,,,,0,,,,,0
Negev | Army Sheen (Field-Tested),EUR,0.02,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,2,0.02,0.03,0.02,0.02,36,0.02,0.1,0.02,0.02,244
Krakow 2017 Legends Autograph Capsule,EUR,27.99,28,28,28,28,4,25.99,28.16,26.86,26.75,39,23.42,28.16,25.69,25.99,133,19.78,34,26.07,26.2,207
Sticker | BIG (Holo) | Shanghai 2024,EUR,0.89,,,,,0,1.14,1.14,1.14,1.14,1,0.29,1.89,1.11,1.15,13,0.28,1.99,0.86,0.63,51
StatTrak™ UMP-45 | Plastique (Well-Worn),EUR,1.2,,,,,0,,,,,0,,,,,0,1.58,2.05,1.74,1.67,4
★ Bloodhound Gloves | Guerrilla (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | arT (Glitter) | Paris 2023,EUR,0.14,,,,,0,0.03,0.03,0.03,0.03,3,0.02,0.03,0.03,0.03,12,0.02,0.15,0.04,0.03,22
Sticker | nitr0 (Holo) | Antwerp 2022,EUR,1.02,,,,,0,,,,,0,,,,,0,0.45,0.96,0.58,0.51,9
★ Hydra Gloves | Mangrove (Factory New),EUR,,,,,,0,,,,,0,350,350,350,350,1,350,350,350,350,1
Sticker | waterfaLLZ (Gold) | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
UMP-45 | Crime Scene (Battle-Scarred),EUR,,,,,,0,,,,,0,69.69,69.69,69.69,69.69,1,69.69,81.05,74.58,73,3
